job,education,contact,poutcome,age_group,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,y
services,professional.course,telephone,nonexistent,mid-career(31-45y),3.316666666666667,4,0,0,1.4,94.465,-41.8,no
technician,,cellular,nonexistent,pre-retirement(46-64y),2.4,1,0,0,-0.1,93.2,-42.0,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),1.55,1,0,0,1.4,93.444,-36.1,no
services,high.school,cellular,nonexistent,pre-retirement(46-64y),8.45,1,0,0,1.4,93.918,-42.7,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),1.0833333333333333,13,0,0,1.4,93.444,-36.1,no
technician,professional.course,cellular,nonexistent,youth segment(17-30y),4.65,11,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,cellular,nonexistent,pre-retirement(46-64y),1.4,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),6.15,2,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),0.95,1,0,0,-1.8,93.075,-47.1,no
blue-collar,basic.6y,cellular,nonexistent,pre-retirement(46-64y),0.7166666666666667,2,0,0,1.4,93.444,-36.1,no
technician,university.degree,telephone,nonexistent,youth segment(17-30y),3.433333333333333,3,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),6.983333333333333,8,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,success,mid-career(31-45y),2.45,2,6,1,-3.4,92.431,-26.9,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.4833333333333334,6,0,0,-1.8,92.893,-46.2,no
technician,professional.course,cellular,success,mid-career(31-45y),0.55,1,6,1,-1.8,93.075,-47.1,no
student,basic.4y,telephone,nonexistent,mid-career(31-45y),19.75,3,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),1.7333333333333334,6,0,0,-1.8,93.075,-47.1,no
technician,professional.course,cellular,failure,mid-career(31-45y),1.5666666666666667,1,0,1,-1.8,93.075,-47.1,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),6.283333333333333,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.4y,telephone,nonexistent,mid-career(31-45y),1.2166666666666666,1,0,0,1.1,93.994,-36.4,no
blue-collar,high.school,cellular,nonexistent,pre-retirement(46-64y),12.85,1,0,0,1.4,93.918,-42.7,yes
admin.,basic.9y,cellular,nonexistent,pre-retirement(46-64y),2.6333333333333333,1,0,0,1.4,93.444,-36.1,no
services,high.school,cellular,nonexistent,pre-retirement(46-64y),3.3333333333333335,1,0,0,1.4,93.918,-42.7,no
student,basic.9y,cellular,failure,youth segment(17-30y),4.2,1,0,1,-1.8,93.749,-34.6,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),1.45,4,0,0,-1.8,93.075,-47.1,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),0.7166666666666667,13,0,0,1.4,93.444,-36.1,no
self-employed,university.degree,cellular,nonexistent,youth segment(17-30y),9.55,6,0,0,1.4,93.918,-42.7,no
retired,basic.4y,cellular,success,retirees(65+),8.533333333333333,2,6,1,-3.4,92.431,-26.9,yes
technician,high.school,telephone,nonexistent,mid-career(31-45y),0.25,11,0,0,-1.8,92.893,-46.2,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),5.516666666666667,5,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,success,mid-career(31-45y),5.733333333333333,2,3,1,-3.4,92.649,-30.1,yes
technician,professional.course,telephone,nonexistent,mid-career(31-45y),13.416666666666666,2,0,0,1.4,94.465,-41.8,no
blue-collar,high.school,telephone,nonexistent,mid-career(31-45y),2.3333333333333335,2,0,0,1.4,94.465,-41.8,no
admin.,professional.course,cellular,nonexistent,mid-career(31-45y),2.65,2,0,0,-1.8,92.843,-50.0,no
management,university.degree,cellular,failure,pre-retirement(46-64y),4.0,2,0,1,-0.1,93.2,-42.0,no
technician,basic.9y,telephone,nonexistent,mid-career(31-45y),2.716666666666667,1,0,0,1.4,94.465,-41.8,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),2.816666666666667,1,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),1.7666666666666666,2,0,0,1.4,93.918,-42.7,no
blue-collar,basic.6y,telephone,nonexistent,pre-retirement(46-64y),0.36666666666666664,6,0,0,-1.8,92.893,-46.2,no
retired,high.school,cellular,nonexistent,pre-retirement(46-64y),2.8833333333333333,4,0,0,1.4,93.918,-42.7,no
services,high.school,telephone,nonexistent,youth segment(17-30y),1.1666666666666667,7,0,0,1.1,93.994,-36.4,no
services,high.school,cellular,nonexistent,youth segment(17-30y),13.266666666666667,2,0,0,1.4,93.918,-42.7,no
technician,high.school,telephone,nonexistent,mid-career(31-45y),3.45,1,0,0,1.1,93.994,-36.4,no
admin.,high.school,telephone,failure,pre-retirement(46-64y),5.016666666666667,1,0,2,-1.1,94.767,-50.8,no
entrepreneur,university.degree,cellular,nonexistent,pre-retirement(46-64y),1.6833333333333333,1,0,0,1.4,93.918,-42.7,no
housemaid,basic.4y,telephone,nonexistent,pre-retirement(46-64y),0.5833333333333334,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.4y,telephone,nonexistent,mid-career(31-45y),9.083333333333334,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,telephone,nonexistent,mid-career(31-45y),0.2833333333333333,1,0,0,1.4,94.465,-41.8,no
admin.,high.school,telephone,nonexistent,pre-retirement(46-64y),0.9,1,0,0,-1.7,94.055,-39.8,no
management,university.degree,telephone,nonexistent,youth segment(17-30y),1.6666666666666667,11,0,0,1.4,93.918,-42.7,no
housemaid,university.degree,cellular,failure,mid-career(31-45y),3.033333333333333,2,0,1,-1.8,93.075,-47.1,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),2.5833333333333335,1,0,0,-1.8,92.893,-46.2,no
blue-collar,,telephone,nonexistent,mid-career(31-45y),0.13333333333333333,7,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,failure,mid-career(31-45y),3.466666666666667,1,0,1,-1.8,92.893,-46.2,no
services,high.school,cellular,success,mid-career(31-45y),0.9,4,6,1,-3.4,92.649,-30.1,no
services,basic.4y,cellular,nonexistent,pre-retirement(46-64y),0.25,1,0,0,-1.8,93.075,-47.1,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),2.683333333333333,1,0,0,1.4,94.465,-41.8,no
blue-collar,university.degree,cellular,nonexistent,pre-retirement(46-64y),1.8,1,0,0,-0.1,93.2,-42.0,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.2333333333333334,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),4.083333333333333,1,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,failure,pre-retirement(46-64y),6.366666666666666,1,0,1,-1.8,93.369,-34.8,no
technician,professional.course,cellular,nonexistent,pre-retirement(46-64y),2.1166666666666667,2,0,0,1.4,93.918,-42.7,no
blue-collar,professional.course,cellular,nonexistent,mid-career(31-45y),1.6,3,0,0,1.4,93.918,-42.7,no
housemaid,basic.4y,cellular,nonexistent,pre-retirement(46-64y),5.933333333333334,9,0,0,1.4,93.918,-42.7,no
services,high.school,cellular,nonexistent,mid-career(31-45y),2.466666666666667,4,0,0,-0.1,93.2,-42.0,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.1333333333333333,3,0,0,-1.8,92.893,-46.2,no
blue-collar,high.school,cellular,nonexistent,youth segment(17-30y),12.75,3,0,0,1.4,93.444,-36.1,no
unemployed,professional.course,telephone,nonexistent,mid-career(31-45y),1.5333333333333334,2,0,0,1.1,93.994,-36.4,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),1.6333333333333333,1,0,0,1.4,93.444,-36.1,no
technician,university.degree,cellular,nonexistent,youth segment(17-30y),2.7666666666666666,2,0,0,-3.4,92.431,-26.9,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),4.7,1,0,0,1.4,93.918,-42.7,no
student,high.school,telephone,nonexistent,youth segment(17-30y),2.4166666666666665,4,0,0,1.4,94.465,-41.8,no
housemaid,high.school,cellular,nonexistent,mid-career(31-45y),7.066666666666666,4,0,0,1.4,93.918,-42.7,no
admin.,professional.course,cellular,failure,pre-retirement(46-64y),1.3333333333333333,5,0,1,-0.1,93.2,-42.0,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),1.3166666666666667,3,0,0,1.4,93.444,-36.1,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),2.5833333333333335,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),9.15,1,0,0,-1.8,92.893,-46.2,no
self-employed,high.school,cellular,nonexistent,mid-career(31-45y),2.816666666666667,1,0,0,-0.1,93.2,-42.0,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),3.7666666666666666,1,0,0,1.4,93.918,-42.7,no
blue-collar,high.school,telephone,nonexistent,mid-career(31-45y),2.2333333333333334,2,0,0,1.1,93.994,-36.4,no
technician,,cellular,failure,pre-retirement(46-64y),8.5,2,0,1,-3.0,92.713,-33.0,yes
management,university.degree,cellular,nonexistent,youth segment(17-30y),1.2,5,0,0,-0.1,93.2,-42.0,no
management,university.degree,telephone,nonexistent,pre-retirement(46-64y),8.166666666666666,1,0,0,1.1,93.994,-36.4,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),1.15,2,0,0,1.4,93.444,-36.1,no
student,basic.4y,telephone,nonexistent,youth segment(17-30y),0.95,1,0,0,1.4,93.918,-42.7,no
technician,university.degree,telephone,nonexistent,mid-career(31-45y),2.533333333333333,3,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),6.45,1,0,0,-0.1,93.2,-42.0,no
management,university.degree,cellular,failure,youth segment(17-30y),2.566666666666667,2,0,1,-1.8,93.369,-34.8,no
blue-collar,university.degree,cellular,nonexistent,youth segment(17-30y),2.183333333333333,1,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.15,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),10.183333333333334,2,0,0,-1.8,92.893,-46.2,yes
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.1166666666666667,3,0,0,-0.1,93.2,-42.0,no
technician,basic.6y,telephone,nonexistent,youth segment(17-30y),0.9666666666666667,2,0,0,1.1,93.994,-36.4,no
services,high.school,telephone,nonexistent,mid-career(31-45y),7.416666666666667,1,0,0,1.1,93.994,-36.4,no
services,high.school,telephone,nonexistent,youth segment(17-30y),1.1,2,0,0,1.1,93.994,-36.4,no
services,professional.course,telephone,nonexistent,mid-career(31-45y),2.0833333333333335,4,0,0,1.1,93.994,-36.4,no
blue-collar,basic.6y,cellular,failure,pre-retirement(46-64y),4.083333333333333,2,0,1,-1.8,92.893,-46.2,no
blue-collar,high.school,cellular,success,mid-career(31-45y),4.383333333333334,1,6,3,-1.1,94.199,-37.5,yes
unemployed,basic.4y,cellular,nonexistent,mid-career(31-45y),2.6,1,0,0,-2.9,92.201,-31.4,no
services,high.school,cellular,failure,pre-retirement(46-64y),2.816666666666667,1,0,1,-1.8,92.893,-46.2,no
services,high.school,telephone,nonexistent,youth segment(17-30y),2.2,6,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),7.533333333333333,3,0,0,1.4,93.918,-42.7,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),11.583333333333334,1,0,0,1.1,93.994,-36.4,yes
technician,professional.course,telephone,nonexistent,pre-retirement(46-64y),2.05,2,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.433333333333333,4,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),6.016666666666667,3,0,0,-1.8,92.893,-46.2,no
blue-collar,basic.6y,cellular,failure,mid-career(31-45y),3.1333333333333333,1,0,1,-1.8,92.893,-46.2,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),1.3166666666666667,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),7.066666666666666,1,0,0,1.1,93.994,-36.4,no
retired,basic.4y,cellular,success,retirees(65+),3.6666666666666665,1,6,1,-1.8,93.876,-40.0,yes
services,high.school,cellular,nonexistent,youth segment(17-30y),0.25,14,0,0,1.4,93.918,-42.7,no
blue-collar,professional.course,telephone,nonexistent,mid-career(31-45y),1.8,5,0,0,1.4,93.918,-42.7,no
admin.,basic.9y,cellular,nonexistent,youth segment(17-30y),8.4,1,0,0,1.4,93.918,-42.7,no
management,university.degree,cellular,nonexistent,mid-career(31-45y),1.4,1,0,0,-0.1,93.2,-42.0,no
entrepreneur,high.school,cellular,failure,mid-career(31-45y),10.383333333333333,1,0,1,-0.1,93.2,-42.0,no
blue-collar,,telephone,nonexistent,pre-retirement(46-64y),3.75,1,0,0,1.4,94.465,-41.8,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),0.5833333333333334,1,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,failure,mid-career(31-45y),8.3,1,0,1,-1.8,92.893,-46.2,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),1.2833333333333334,2,0,0,1.4,94.465,-41.8,no
technician,basic.9y,cellular,success,youth segment(17-30y),11.683333333333334,1,12,1,-1.8,92.893,-46.2,yes
student,,cellular,success,youth segment(17-30y),12.4,1,3,2,-2.9,92.201,-31.4,yes
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),2.183333333333333,7,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),1.0833333333333333,1,0,0,-0.1,93.2,-42.0,no
self-employed,professional.course,cellular,nonexistent,pre-retirement(46-64y),17.6,2,0,0,1.4,93.918,-42.7,yes
admin.,high.school,cellular,nonexistent,youth segment(17-30y),4.933333333333334,2,0,0,-2.9,92.963,-40.8,yes
technician,,telephone,nonexistent,youth segment(17-30y),4.2,2,0,0,1.1,93.994,-36.4,no
technician,professional.course,cellular,nonexistent,youth segment(17-30y),8.533333333333333,1,0,0,-1.8,92.893,-46.2,no
management,university.degree,telephone,nonexistent,pre-retirement(46-64y),3.4166666666666665,2,0,0,1.1,93.994,-36.4,no
admin.,basic.9y,cellular,nonexistent,mid-career(31-45y),2.183333333333333,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),11.816666666666666,5,0,0,-1.8,92.893,-46.2,yes
technician,professional.course,cellular,nonexistent,youth segment(17-30y),0.43333333333333335,6,0,0,-1.8,92.893,-46.2,no
housemaid,basic.4y,telephone,nonexistent,mid-career(31-45y),0.6666666666666666,1,0,0,1.4,94.465,-41.8,no
admin.,university.degree,telephone,nonexistent,youth segment(17-30y),1.05,2,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),1.0833333333333333,6,0,0,1.4,93.444,-36.1,no
technician,,cellular,nonexistent,pre-retirement(46-64y),2.8833333333333333,8,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),2.2,2,0,0,-0.1,93.2,-42.0,no
admin.,,cellular,nonexistent,pre-retirement(46-64y),1.3666666666666667,1,0,0,-3.4,92.379,-29.8,yes
technician,professional.course,cellular,nonexistent,mid-career(31-45y),2.7333333333333334,3,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.4333333333333333,1,0,0,-0.1,93.2,-42.0,no
technician,university.degree,cellular,nonexistent,youth segment(17-30y),0.6833333333333333,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),18.233333333333334,3,0,0,-1.8,92.893,-46.2,no
admin.,basic.6y,telephone,nonexistent,mid-career(31-45y),3.7666666666666666,2,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,failure,mid-career(31-45y),2.45,1,0,1,-2.9,92.201,-31.4,no
blue-collar,basic.9y,cellular,failure,mid-career(31-45y),0.8666666666666667,1,0,1,-1.8,92.893,-46.2,no
technician,professional.course,cellular,nonexistent,pre-retirement(46-64y),2.466666666666667,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),6.783333333333333,2,0,0,-1.8,93.075,-47.1,no
technician,university.degree,cellular,nonexistent,youth segment(17-30y),1.0,1,0,0,1.4,93.444,-36.1,no
retired,university.degree,cellular,nonexistent,retirees(65+),3.316666666666667,1,0,0,-3.4,92.431,-26.9,no
technician,university.degree,cellular,nonexistent,youth segment(17-30y),16.783333333333335,6,0,0,-2.9,92.469,-33.6,yes
admin.,high.school,telephone,nonexistent,youth segment(17-30y),3.85,2,0,0,1.1,93.994,-36.4,no
entrepreneur,professional.course,cellular,nonexistent,pre-retirement(46-64y),1.15,2,0,0,-1.8,93.075,-47.1,no
housemaid,basic.4y,cellular,success,pre-retirement(46-64y),8.383333333333333,2,5,2,-2.9,92.469,-33.6,yes
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),1.0333333333333334,3,0,0,-3.4,92.431,-26.9,no
services,basic.9y,telephone,nonexistent,mid-career(31-45y),1.0,1,0,0,1.1,93.994,-36.4,no
entrepreneur,high.school,cellular,failure,pre-retirement(46-64y),22.1,6,0,1,-1.8,92.893,-46.2,no
technician,high.school,cellular,nonexistent,youth segment(17-30y),3.7333333333333334,2,0,0,1.4,93.918,-42.7,no
student,basic.9y,cellular,nonexistent,youth segment(17-30y),5.333333333333333,1,0,0,-1.8,92.843,-50.0,yes
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),4.683333333333334,7,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),21.283333333333335,1,0,0,-1.8,93.075,-47.1,yes
admin.,high.school,cellular,nonexistent,mid-career(31-45y),3.533333333333333,1,0,0,-1.8,92.893,-46.2,no
,basic.4y,telephone,nonexistent,pre-retirement(46-64y),0.4166666666666667,1,0,0,1.4,94.465,-41.8,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),2.9166666666666665,1,0,0,-1.8,92.893,-46.2,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),9.683333333333334,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),33.583333333333336,1,0,0,1.4,93.918,-42.7,yes
admin.,high.school,cellular,nonexistent,youth segment(17-30y),1.4,5,0,0,1.4,93.918,-42.7,no
blue-collar,professional.course,telephone,failure,pre-retirement(46-64y),2.5166666666666666,3,0,1,-2.9,92.201,-31.4,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),1.2333333333333334,3,0,0,-1.8,93.075,-47.1,no
technician,professional.course,cellular,nonexistent,pre-retirement(46-64y),2.8333333333333335,5,0,0,-1.1,94.601,-49.5,no
blue-collar,,cellular,failure,mid-career(31-45y),11.6,1,0,1,-1.8,92.893,-46.2,no
blue-collar,basic.9y,cellular,nonexistent,pre-retirement(46-64y),0.45,11,0,0,1.4,93.444,-36.1,no
unemployed,high.school,cellular,success,youth segment(17-30y),6.566666666666666,3,14,1,-1.1,94.601,-49.5,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.5833333333333333,3,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),3.433333333333333,2,0,0,1.4,93.918,-42.7,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),2.25,1,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,failure,mid-career(31-45y),6.833333333333333,1,0,1,-3.4,92.431,-26.9,yes
technician,professional.course,cellular,nonexistent,mid-career(31-45y),4.4,1,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),3.35,3,0,0,1.4,94.465,-41.8,no
retired,high.school,cellular,failure,pre-retirement(46-64y),5.016666666666667,1,0,1,-2.9,92.201,-31.4,yes
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),3.8,9,0,0,1.1,93.994,-36.4,no
self-employed,university.degree,cellular,nonexistent,youth segment(17-30y),3.716666666666667,1,0,0,-1.8,92.893,-46.2,no
blue-collar,basic.9y,cellular,failure,mid-career(31-45y),2.95,1,0,1,-1.8,92.893,-46.2,no
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),2.683333333333333,1,0,0,1.1,93.994,-36.4,no
admin.,high.school,telephone,nonexistent,youth segment(17-30y),4.25,1,0,0,1.4,94.465,-41.8,no
services,university.degree,cellular,failure,youth segment(17-30y),0.36666666666666664,6,0,1,-1.8,92.893,-46.2,no
management,basic.9y,cellular,nonexistent,mid-career(31-45y),1.6666666666666667,5,0,0,1.4,93.444,-36.1,no
entrepreneur,high.school,cellular,nonexistent,youth segment(17-30y),8.083333333333334,1,0,0,-1.8,92.893,-46.2,yes
services,high.school,telephone,nonexistent,mid-career(31-45y),2.316666666666667,1,0,0,1.1,93.994,-36.4,no
blue-collar,high.school,cellular,nonexistent,mid-career(31-45y),2.75,1,0,0,1.4,93.918,-42.7,no
,basic.9y,telephone,nonexistent,youth segment(17-30y),4.2,5,0,0,1.1,93.994,-36.4,no
unemployed,basic.9y,telephone,nonexistent,youth segment(17-30y),1.8666666666666667,3,0,0,1.1,93.994,-36.4,no
blue-collar,,telephone,nonexistent,pre-retirement(46-64y),2.066666666666667,12,0,0,1.4,93.918,-42.7,no
blue-collar,high.school,cellular,nonexistent,pre-retirement(46-64y),0.0,3,0,0,-1.8,93.075,-47.1,no
blue-collar,basic.9y,telephone,nonexistent,youth segment(17-30y),5.483333333333333,4,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),5.083333333333333,2,0,0,-1.8,92.893,-46.2,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),0.95,3,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,failure,youth segment(17-30y),9.45,3,13,2,-1.8,93.876,-40.0,yes
technician,professional.course,telephone,nonexistent,mid-career(31-45y),7.25,1,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.0666666666666667,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,telephone,nonexistent,mid-career(31-45y),3.033333333333333,2,0,0,1.4,94.465,-41.8,no
entrepreneur,professional.course,cellular,nonexistent,mid-career(31-45y),5.45,1,0,0,1.4,93.444,-36.1,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),10.833333333333334,2,0,0,1.4,94.465,-41.8,no
blue-collar,university.degree,cellular,nonexistent,mid-career(31-45y),1.9833333333333334,2,0,0,-0.1,93.2,-42.0,no
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),18.4,2,0,0,-3.4,92.379,-29.8,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),0.23333333333333334,5,0,0,1.4,93.444,-36.1,no
retired,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.1333333333333333,3,0,0,-0.1,93.2,-42.0,no
admin.,,cellular,nonexistent,youth segment(17-30y),4.183333333333334,5,0,0,1.4,93.918,-42.7,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),1.7,3,0,0,1.1,93.994,-36.4,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),2.1333333333333333,1,0,0,1.4,94.465,-41.8,no
unemployed,basic.9y,cellular,nonexistent,pre-retirement(46-64y),10.066666666666666,2,0,0,-1.1,94.601,-49.5,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),3.8333333333333335,3,0,0,1.1,93.994,-36.4,no
housemaid,basic.4y,telephone,nonexistent,mid-career(31-45y),1.0333333333333334,1,0,0,1.1,93.994,-36.4,no
management,university.degree,telephone,nonexistent,pre-retirement(46-64y),6.833333333333333,3,0,0,1.1,93.994,-36.4,no
unemployed,university.degree,cellular,nonexistent,youth segment(17-30y),2.933333333333333,1,0,0,-1.8,92.893,-46.2,no
admin.,high.school,cellular,nonexistent,youth segment(17-30y),13.3,2,0,0,-1.8,92.893,-46.2,yes
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),5.283333333333333,2,0,0,-3.4,92.431,-26.9,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),5.766666666666667,2,0,0,1.4,94.465,-41.8,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),1.25,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),3.066666666666667,4,0,0,-1.8,93.075,-47.1,no
retired,basic.4y,cellular,nonexistent,pre-retirement(46-64y),4.833333333333333,2,0,0,-1.8,92.893,-46.2,no
self-employed,university.degree,cellular,nonexistent,mid-career(31-45y),2.0166666666666666,1,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),9.433333333333334,3,0,0,1.4,93.444,-36.1,yes
admin.,university.degree,cellular,failure,mid-career(31-45y),1.8333333333333333,1,0,1,-1.8,92.893,-46.2,no
retired,basic.4y,telephone,nonexistent,retirees(65+),34.25,1,0,0,-3.4,92.379,-29.8,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),6.283333333333333,3,0,0,-0.1,93.2,-42.0,no
student,professional.course,cellular,success,youth segment(17-30y),3.55,2,15,1,-1.1,94.199,-37.5,yes
technician,,cellular,success,pre-retirement(46-64y),1.7333333333333334,2,3,2,-1.8,93.369,-34.8,yes
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),0.7833333333333333,1,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,telephone,nonexistent,youth segment(17-30y),0.75,1,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),5.616666666666666,1,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,failure,youth segment(17-30y),4.283333333333333,4,0,2,-1.8,93.369,-34.8,yes
services,high.school,cellular,failure,youth segment(17-30y),2.966666666666667,1,0,1,-0.1,93.2,-42.0,no
entrepreneur,university.degree,cellular,failure,mid-career(31-45y),2.5166666666666666,2,0,1,-0.1,93.2,-42.0,no
services,basic.9y,cellular,nonexistent,youth segment(17-30y),8.916666666666666,1,0,0,1.4,93.918,-42.7,no
admin.,high.school,telephone,nonexistent,youth segment(17-30y),0.6333333333333333,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),3.6666666666666665,2,0,0,1.4,93.918,-42.7,no
services,high.school,telephone,nonexistent,youth segment(17-30y),3.75,2,0,0,1.1,93.994,-36.4,no
admin.,professional.course,telephone,nonexistent,mid-career(31-45y),1.0333333333333334,1,0,0,1.4,94.465,-41.8,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),4.166666666666667,2,0,0,-0.1,93.2,-42.0,no
student,high.school,telephone,nonexistent,youth segment(17-30y),0.9,1,0,0,-1.8,93.876,-40.0,no
housemaid,high.school,cellular,nonexistent,mid-career(31-45y),8.9,2,0,0,1.4,93.444,-36.1,no
services,high.school,cellular,failure,mid-career(31-45y),0.6166666666666667,1,0,1,-0.1,93.2,-42.0,no
admin.,high.school,telephone,nonexistent,mid-career(31-45y),3.3,2,0,0,1.4,94.465,-41.8,no
